,date,name,generic_name,comments,overall_ratings,years_use,uses,manufacturers,rating
2008,2018-11-09,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,I had been on Levora for about ten years when my pharmacy switched to Portia. I was told it was the same thing (generic version) but my experience says otherwise. I took it for about two weeks when I started noticing I was VERY gloomy/sad/easily triggered. I wasn’t as resilient as I normally am. I also started bleeding during sex and was so disturbed my it I almost fainted (I never bleed during sex and basically got my period out of the blue). I would NOT advise anyone to take Portia - the gloominess/hopelessness feeling I got from taking it is enough to make me quit oral birth control altogether. I’m really struggling to find a solution.,4.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
2009,2018-11-08,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,"Was using Levora and Chateal before Portia. Portia has caused random weight gain, swelling in my arms and legs, abdomen area. I eat healthy and exercise regularly so I know that this was my only change. It has given me so much acne that I have never had before, depression, excruciating headaches that are crippling. It’s terrible. I have used Allese, Chateal, Levora and haven’t had any issues until PORTIA! Portia is the worst. I stopped it after a month and a half because of the crazy side effects and I am not willing to put myself through the worst I’ve ever felt again. Seek other birth control.",4.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
2010,2018-11-07,Lessina,ethinyl estradiol/levonorgestrel,"This one was rough. I’ve never felt more moody, depressed, and all around not myself on this pill. I stopped it after one month. Wasn’t even worth it. Every one reacts differently, but my experience on this was terrible.",5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
2011,2018-11-06,Ocella,drospirenone/ethinyl estradiol,"Out of all the birth control's I've taken throughout the years, Ocella has been an absolute blessing! I started taking it a little over a month ago. Since then I haven't experienced any bloating or my usual hormonal acne breakouts! My skin hasn't looked this great since elementary school (and I'm 25)! Only side-effect I have experienced is I'm a little more frustrated near my period, but it's so worth it! 10/10 would recommend!",6.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
2012,2018-11-05,Tri-Lo-Sprintec,ethinyl estradiol/norgestimate,"I’ve been on this pill for almost a year and it’s been good, I don’t think my mood has changed a lot. I also haven’t gained weight or gotten acne! I was really worried about those two. The only problem is that I’m having two week long periods and that’s been going on for about 5 months and idk if that’s normal. Has anyone else experienced this? Before the pill I took the depo shot and had irregular bleeding too.",4.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",6 / 10
2013,2018-11-04,Qvar RediHaler,beclomethasone,"The new delivery system for Qvar is a disaster.  I have coughed non stop and don’t have enough air to even cook dinner.  I am allergic to albuterol so I have no rescue inhaler.  This was one inhaler I did not have an allergic reaction to.  I guess I will have to start trying a different medicine and will be sick with reactions until I find one that works.  I have a few words for Teva, but they are not printable.",2.0,Taken for 5 to 10 years,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",
2014,2018-11-03,Cartia XT,diltiazem,"Started Cartia 120 mg xt (9th med for BP) racing heart felt like medium (lexiscan) used for Nuclear Stress test. Severe Headache, increased BP 191/123 feel like garbage, called Cardiologist wants me to continue on it!  Ringing in ears won't stop.  Heat pounding so hard chest hurts and severe headache.  I am stopping it might as well be dead!",7.0,Taken for less than 1 month,For High Blood Pressure:,"Teva Pharmaceuticals USA, Inc.",1 / 10
2015,2018-11-03,levonorgestrel,levonorgestrel,"On 9/30, the last day of my period, my husband and I had unprotected sex,Plan B wasn’t available at CVS so I took this pill 30 hours later on 10/01. A week later, 10/08 (aka my “expected ovulation date”), I experienced the worst tightness in my stomach as well as cramping/spotting, breast tenderness and severe migraines/light sensitivity. The week of 10/16, the spotting was gone but my PMS was out of control, hormonal cystic acne took over my face (terrible like my teen years, I am 31 now), and my breast tenderness came back with a vengeance. My period was due around 10/26 but I decided to take my first pregnancy test 10/23 which was negative. I took 2 more on 10/25 & 10/30 which again were negative. Still no full period as of Nov 2nd. Since all my pregnancy tests came back negative, I’m assuming it worked and my period will start eventually or next month. Overall it’s not worth taking especially with the symptoms/period delay",7.0,,For Emergency Contraception:,"Teva Pharmaceuticals USA, Inc.",7 / 10
2016,2018-11-03,Antabuse,disulfiram,Antabuse works!!!! It really helped me stay sober for 3 months- I didn't even think about drinking because I just knew it wasn't an option. Well...a few days ago I drank 3 light beers. I was violently sick!!! I threw up 3 times couldn't even hold water in my system. I'm glad it happened because I will never drink again as long as I'm taking Antabuse.,8.0,Taken for 1 to 6 months,For Alcohol Dependence:,"Teva Pharmaceuticals USA, Inc.",10 / 10
2017,2018-11-03,Qvar RediHaler,beclomethasone,"I used QVAR (with spacer) for 4-5 years.  When it became unavailable (because it used a propellant (HFA-134a) for which environmental concerns might or might not exist), my doctor switched me to another asthma medicine, which I did not like.  I requested a return to QVAR and got the Qvar RediHaler.  While it sometimes quits working before 120 doses, it usually provides 100-110 (or more) doses.  I have no complaints.

I am puzzled by some comments here because Qvar RediHaler does not use a propellant, to the best of my knowledge.  These comments make me wonder if we are using different products.",2.0,Taken for 6 months to 1 year,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",8 / 10
2018,2018-11-03,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,"I have never experienced anything more awful. I was taking levora and I loved it, but then it got discontinued and my insurance switched me to Portia. At first, I took two months of it and felt terrible. My breasts were so tender and hurting all the time, I had chest pains constantly and thought I had heart problems. I was incredibly moody and got sad or upset for no reason pretty often. I took a month break from it, but then felt like I had no choice to get back on since my insurance didn’t cover anything else, and things got worse. I have been getting panic attacks, feeling depressed and even suicidal, not acting like myself, shutting  everyone out and I finally realized that this drastic change is because of my birth control. It’s messing up my hormones and my mental health and it’s just not worth it. I cry all the time and feel so empty inside and I’ve never experienced this sort of helplessness before. Please don’t take this pill.",4.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
2019,2018-11-03,AirDuo Respiclick,fluticasone/salmeterol,"From day one of taking this medication my throat has felt like I am swallowing razor blades and glass. Nothing stops the pain. 
 It also has not helped my asthma symptoms at all.",3.0,Taken for less than 1 month,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",1 / 10
